,Tarantula,Ochiai1,Ochiai2,RusselRao,Ample,Jaccard,Kulczynski,Wong1,Wong2,Wong3,GP02,GP03,GP19,GP13,Naish1,Naish2,23,844,2628,2895,1144,combine
INRESMut36_T7,2.0,2.0,3.0,8.0,4.0,8.0,8.0,8.0,2.0,8.0,8.0,8.0,8.0,8.0,2.0,8.0,2.0,3.0,3.0,3.0,4.0,3.0
INRESMut84_T2,13.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
INRESMut150_T7,2.0,2.0,3.0,8.0,4.0,8.0,8.0,8.0,2.0,8.0,8.0,8.0,8.0,8.0,2.0,8.0,2.0,3.0,3.0,3.0,4.0,3.0
INRESMut63_T7,2.0,2.0,3.0,8.0,4.0,8.0,8.0,8.0,2.0,8.0,8.0,8.0,8.0,8.0,2.0,8.0,2.0,3.0,3.0,3.0,4.0,3.0
INRESMut62_T7,2.0,2.0,3.0,8.0,4.0,8.0,8.0,8.0,2.0,8.0,8.0,8.0,8.0,8.0,2.0,8.0,2.0,3.0,3.0,3.0,4.0,3.0
INRESMut93_T2,13.0,13.0,1.0,1.0,3.0,3.0,3.0,1.0,18.0,1.0,3.0,3.0,2.0,3.0,18.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0
INRESMut103_T2,13.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
INRESMut41_T2,13.0,13.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,18.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
INRESMut114_T2,13.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
INRESMut158_T2,13.0,13.0,1.0,1.0,3.0,3.0,3.0,1.0,18.0,1.0,3.0,3.0,2.0,3.0,18.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0
INRESMut154_T2,13.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
INRESMut57_T7,2.0,2.0,3.0,8.0,4.0,8.0,8.0,8.0,2.0,8.0,8.0,8.0,8.0,8.0,2.0,8.0,2.0,3.0,3.0,3.0,4.0,3.0
INRESMut113_T2,13.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
INRESMut149_T7,2.0,2.0,3.0,8.0,4.0,8.0,8.0,8.0,2.0,8.0,8.0,8.0,8.0,8.0,2.0,8.0,2.0,3.0,3.0,3.0,4.0,3.0
INRESMut5_T7,2.0,2.0,3.0,8.0,4.0,8.0,8.0,8.0,2.0,8.0,8.0,8.0,8.0,8.0,2.0,8.0,2.0,3.0,3.0,3.0,4.0,3.0
INRESMut100_T7,2.0,2.0,3.0,8.0,4.0,8.0,8.0,8.0,2.0,8.0,8.0,8.0,8.0,8.0,2.0,8.0,2.0,3.0,3.0,3.0,4.0,3.0
INRESMut117_T2,13.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
INRESMut146_T7,2.0,2.0,3.0,8.0,4.0,8.0,8.0,8.0,2.0,8.0,8.0,8.0,8.0,8.0,2.0,8.0,2.0,3.0,3.0,3.0,4.0,3.0
INRESMut29_T2,13.0,13.0,1.0,1.0,3.0,3.0,3.0,1.0,18.0,1.0,3.0,3.0,2.0,3.0,18.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0
INRESMut42_T7,2.0,2.0,3.0,8.0,4.0,8.0,8.0,8.0,2.0,8.0,8.0,8.0,8.0,8.0,2.0,8.0,2.0,3.0,3.0,3.0,4.0,3.0
INRESMut39_T2,13.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
INRESMut123_T2,13.0,13.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,18.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
INRESMut68_T2,13.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
INRESMut142_T2,13.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
INRESMut35_T2,13.0,13.0,1.0,1.0,3.0,3.0,3.0,1.0,18.0,1.0,3.0,3.0,2.0,3.0,18.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0
INRESMut44_T7,2.0,2.0,3.0,8.0,4.0,8.0,8.0,8.0,2.0,8.0,8.0,8.0,8.0,8.0,2.0,8.0,2.0,3.0,3.0,3.0,4.0,3.0
