,Tarantula,Ochiai1,Ochiai2,Ample,Jaccard,Kulczynski,Dstar2,Naish1,Naish2,GP13,Wong1,RusselRao,Binary,GP02,GP03,GP19,333,1890,2,1,4,8,1627,6,combine
median_Examscore(%),57.14,57.14,57.14,41.96,57.14,57.14,57.14,44.2,56.25,57.14,57.14,57.14,57.14,57.14,57.14,57.14,41.96,41.07,42.86,42.86,43.75,42.86,43.3,41.96,41.96
mean_Examscore(%),51.98199999999999,52.25039999999999,51.73199999999999,40.624,52.30359999999999,52.30359999999999,52.30359999999999,45.518,51.64239999999999,52.30359999999999,52.32159999999999,52.32159999999999,53.892799999999994,52.392799999999994,52.30359999999999,52.39279999999999,39.126000000000005,43.089199999999984,39.8216,39.8216,40.5708,39.768,40.285599999999995,39.1616,39.17960000000001
sd_Examscore(%),27.844151241029657,27.50365710228369,28.24258575272455,24.939796343728766,27.42898328411026,27.42898328411026,27.42898328411026,23.399226482941696,27.108662403986912,27.42898328411026,27.40526799723002,27.40526799723002,24.870568871660332,27.34661153903106,27.42898328411026,27.272915979044114,24.23952024415225,26.125279092608118,24.506459128156397,24.528821938011344,24.72774519980879,24.59979674712781,24.483953432129105,24.172945910666332,24.17754217588435
Total_acc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total_acc2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total_acc3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
Total_acc5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0
rate_acc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rate_acc2,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rate_acc3,0.0,0.0,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.04,0.04,0.04,0.0,0.0,0.04
rate_acc5,0.0,0.04,0.04,0.04,0.04,0.04,0.04,0.0,0.04,0.04,0.04,0.04,0.0,0.04,0.04,0.04,0.04,0.04,0.0,0.08,0.04,0.04,0.0,0.0,0.08
