,Tarantula,Ochiai1,Ochiai2,Ample,Jaccard,Kulczynski,Dstar2,Naish1,Naish2,GP13,Wong1,RusselRao,Binary,GP02,GP03,GP19,24,5,1247,1526,1011,8,9,combine
class2Mut144_T7,16.0,16.0,16.0,9.0,14.0,14.0,14.0,5.0,16.0,14.0,14.0,14.0,8.0,17.0,16.0,14.0,7.0,5.0,5.0,5.0,4.0,8.0,6.0,4.0
class2Mut31_T10,13.0,13.0,13.0,15.0,12.0,12.0,12.0,12.0,15.0,12.0,12.0,12.0,11.0,7.0,9.0,12.0,14.0,13.0,13.0,15.0,14.0,13.0,14.0,9.0
class2Mut104_T13,3.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,14.0,1.0,1.0,1.0,5.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0
class2Mut162_T9,11.0,9.0,10.0,13.0,8.0,8.0,7.0,13.0,8.0,8.0,10.0,10.0,10.0,7.0,10.0,7.0,16.0,15.0,12.0,11.0,15.0,13.0,13.0,10.0
class2Mut175_T1,7.0,7.0,7.0,20.0,5.0,5.0,5.0,18.0,20.0,5.0,5.0,5.0,2.0,17.0,2.0,5.0,19.0,20.0,20.0,20.0,20.0,19.0,20.0,14.0
class2Mut64_T15,16.0,16.0,16.0,9.0,16.0,16.0,16.0,7.0,10.0,16.0,16.0,16.0,16.0,10.0,16.0,16.0,8.0,7.0,8.0,10.0,9.0,8.0,7.0,8.0
class2Mut2_T11,2.0,2.0,2.0,7.0,18.0,18.0,18.0,2.0,17.0,18.0,18.0,18.0,12.0,20.0,20.0,18.0,4.0,2.0,20.0,20.0,9.0,6.0,3.0,7.0
class2Mut147_T9,11.0,9.0,10.0,13.0,8.0,8.0,7.0,13.0,8.0,8.0,10.0,10.0,10.0,7.0,10.0,7.0,16.0,15.0,12.0,11.0,15.0,13.0,13.0,10.0
class2Mut99_T9,13.0,13.0,13.0,17.0,12.0,12.0,12.0,13.0,19.0,12.0,12.0,12.0,10.0,11.0,8.0,12.0,16.0,16.0,13.0,19.0,17.0,16.0,18.0,14.0
class2Mut47_T2,8.0,5.0,8.0,3.0,5.0,5.0,3.0,21.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,6.0,3.0,1.0,1.0,1.0,1.0,1.0
