,Tarantula,Ochiai1,Ochiai2,Ample,Jaccard,Kulczynski,Dstar2,Naish1,Naish2,GP13,Wong1,RusselRao,Binary,GP02,GP03,GP19,333,1890,2,1,4,8,1627,6,combine
median_Examscore(%),50.89,50.89,50.89,41.96,50.89,50.89,50.89,44.2,50.0,50.89,50.89,50.89,50.89,50.89,50.89,50.89,41.96,41.07,42.86,42.86,37.5,42.86,43.3,41.96,53.57
mean_Examscore(%),46.535599999999995,46.58959999999999,46.60679999999999,42.857200000000006,46.642799999999994,46.642799999999994,46.642799999999994,46.785999999999994,46.0712,46.642799999999994,46.678799999999995,46.678799999999995,47.803599999999996,46.76719999999998,46.642799999999994,47.053599999999996,38.2864,42.32159999999999,39.01839999999999,38.7508,36.41039999999999,38.965199999999996,39.2312,38.375600000000006,48.83879999999999
sd_Examscore(%),29.018407675129247,29.102834552668575,28.992307991373618,27.801778498266376,29.046176816694256,29.046176816694256,29.046176816694256,27.162848709220466,28.68681307383818,29.046176816694256,29.008388057020106,29.008388057020106,27.565260727952495,28.962624553033862,29.046176816694256,28.447890941157656,26.940367152905196,29.180942079834683,26.99804463289888,27.35070732174947,24.85494291551146,27.08831515001748,26.495983393714603,26.68850331135112,27.353947509149993
Total_acc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total_acc2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total_acc3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
Total_acc5,0.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0
rate_acc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rate_acc2,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rate_acc3,0.0,0.0,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.04,0.04,0.04,0.0,0.0,0.0
rate_acc5,0.0,0.08,0.04,0.04,0.08,0.08,0.08,0.0,0.08,0.08,0.08,0.08,0.04,0.08,0.08,0.04,0.04,0.08,0.0,0.08,0.04,0.04,0.0,0.04,0.04
