,Tarantula,Ochiai1,Ochiai2,Ample,Jaccard,Kulczynski,Dstar2,Naish1,Naish2,GP13,Wong1,RusselRao,Binary,GP02,GP03,GP19,89,19,3,479,2498,1,1718,combine
INRESMut3_T2,13.0,13.0,1.0,1.0,1.0,1.0,1.0,18.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
INRESMut60_T7,2.0,2.0,3.0,4.0,8.0,8.0,8.0,2.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,3.0,2.0,4.0,3.0,4.0,3.0,4.0,2.0
INRESMut10_T2,13.0,13.0,1.0,3.0,3.0,3.0,2.0,18.0,3.0,3.0,1.0,1.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0
INRESMut84_T2,13.0,13.0,1.0,1.0,1.0,1.0,1.0,18.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
INRESMut85_T2,13.0,13.0,1.0,1.0,1.0,1.0,1.0,18.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
INRESMut101_T3,12.0,12.0,13.0,1.0,1.0,1.0,1.0,14.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0
INRESMut17_T3,12.0,12.0,13.0,1.0,1.0,1.0,1.0,14.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0
INRESMut177_T2,13.0,13.0,1.0,3.0,3.0,3.0,2.0,18.0,3.0,3.0,1.0,1.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0
INRESMut141_T2,13.0,13.0,1.0,1.0,1.0,1.0,1.0,18.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
INRESMut93_T2,13.0,13.0,1.0,3.0,3.0,3.0,3.0,18.0,3.0,3.0,1.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
INRESMut163_T7,2.0,2.0,3.0,4.0,8.0,8.0,8.0,2.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,3.0,2.0,4.0,3.0,4.0,3.0,4.0,2.0
