,Tarantula,Ochiai1,Ochiai2,Ample,Jaccard,Kulczynski,Dstar2,Naish1,Naish2,GP13,Wong1,RusselRao,Binary,GP02,GP03,GP19,combine
SIPMut187_T18,19.0,19.0,18.0,17.0,19.0,19.0,19.0,17.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0
SIPMut100_T18,19.0,19.0,18.0,17.0,19.0,19.0,19.0,17.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0
SIPMut134_T1,1.0,1.0,1.0,56.0,1.0,1.0,1.0,56.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SIPMut20_T1,1.0,1.0,1.0,56.0,1.0,1.0,1.0,56.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SIPMut133_T26,2.0,2.0,26.0,57.0,2.0,2.0,2.0,57.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
SIPMut146_T18,19.0,19.0,18.0,17.0,19.0,19.0,19.0,17.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0
SIPMut22_T26,2.0,2.0,26.0,57.0,2.0,2.0,2.0,57.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
SIPMut154_T1,1.0,1.0,1.0,56.0,1.0,1.0,1.0,56.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SIPMut145_T18,19.0,19.0,18.0,17.0,19.0,19.0,19.0,17.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0
SIPMut138_T21,22.0,22.0,21.0,20.0,22.0,22.0,22.0,20.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0
SIPMut1_T18,19.0,19.0,18.0,17.0,19.0,19.0,19.0,17.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0
SIPMut127_T1,1.0,1.0,1.0,56.0,1.0,1.0,1.0,56.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SIPMut199_T21,22.0,22.0,21.0,20.0,22.0,22.0,22.0,20.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0
SIPMut143_T18,19.0,19.0,18.0,17.0,19.0,19.0,19.0,17.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0
SIPMut118_T1,1.0,1.0,1.0,56.0,1.0,1.0,1.0,56.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SIPMut164_T26,2.0,2.0,26.0,57.0,2.0,2.0,2.0,57.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
SIPMut195_T18,19.0,19.0,18.0,17.0,19.0,19.0,19.0,17.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0
SIPMut103_T26,2.0,2.0,26.0,57.0,2.0,2.0,2.0,57.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
SIPMut182_T21,22.0,22.0,21.0,20.0,22.0,22.0,22.0,20.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0
SIPMut128_T21,22.0,22.0,21.0,20.0,22.0,22.0,22.0,20.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0
SIPMut111_T21,22.0,22.0,21.0,20.0,22.0,22.0,22.0,20.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0
SIPMut116_T26,2.0,2.0,26.0,57.0,2.0,2.0,2.0,57.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
