,Tarantula,Ochiai1,Ochiai2,RusselRao,Ample,Jaccard,Kulczynski,Wong1,Wong2,Wong3,GP02,GP03,GP19,GP13,Naish1,Naish2,24,5,1247,1526,1011,8,9,combine
class2Mut3_T2,4.0,4.0,4.0,1.0,2.0,2.0,2.0,1.0,21.0,1.0,20.0,14.0,2.0,2.0,21.0,2.0,2.0,8.0,6.0,1.0,5.0,2.0,1.0,6.0
class2Mut13_T5,9.0,9.0,9.0,7.0,5.0,7.0,7.0,7.0,3.0,19.0,16.0,19.0,7.0,7.0,3.0,7.0,5.0,3.0,3.0,4.0,3.0,5.0,4.0,1.0
class2Mut73_T3,8.0,8.0,8.0,6.0,6.0,6.0,6.0,6.0,4.0,18.0,14.0,18.0,6.0,6.0,4.0,8.0,6.0,4.0,4.0,5.0,4.0,6.0,5.0,2.0
class2Mut26_T3,8.0,8.0,8.0,6.0,6.0,6.0,6.0,6.0,4.0,18.0,14.0,18.0,6.0,6.0,4.0,8.0,6.0,4.0,4.0,5.0,4.0,6.0,5.0,2.0
class2Mut146_T12,16.0,16.0,16.0,15.0,10.0,15.0,15.0,15.0,8.0,14.0,10.0,14.0,15.0,15.0,8.0,14.0,11.0,9.0,8.0,14.0,10.0,10.0,11.0,9.0
class2Mut72_T14,15.0,15.0,15.0,15.0,14.0,15.0,15.0,15.0,11.0,11.0,6.0,10.0,15.0,15.0,11.0,14.0,13.0,12.0,12.0,14.0,13.0,12.0,13.0,13.0
class2Mut57_T12,14.0,14.0,14.0,13.0,11.0,13.0,13.0,13.0,8.0,14.0,5.0,13.0,13.0,13.0,8.0,11.0,10.0,9.0,9.0,11.0,10.0,9.0,9.0,10.0
class2Mut191_T0,5.0,5.0,5.0,2.0,7.0,3.0,3.0,2.0,19.0,2.0,2.0,17.0,3.0,2.0,20.0,2.0,1.0,13.0,1.0,3.0,8.0,1.0,7.0,14.0
class2Mut189_T3,8.0,8.0,8.0,6.0,6.0,6.0,6.0,6.0,4.0,18.0,14.0,18.0,6.0,6.0,4.0,8.0,6.0,4.0,4.0,5.0,4.0,6.0,5.0,2.0
class2Mut17_T14,16.0,16.0,16.0,13.0,14.0,14.0,14.0,13.0,8.0,14.0,12.0,13.0,14.0,14.0,8.0,14.0,10.0,9.0,8.0,15.0,10.0,11.0,13.0,13.0
class2Mut128_T14,15.0,15.0,15.0,15.0,14.0,15.0,15.0,15.0,11.0,11.0,6.0,10.0,15.0,15.0,11.0,14.0,13.0,12.0,12.0,14.0,13.0,12.0,13.0,13.0
class2Mut147_T9,11.0,9.0,10.0,10.0,13.0,8.0,8.0,10.0,13.0,9.0,7.0,10.0,7.0,8.0,13.0,8.0,16.0,15.0,12.0,11.0,15.0,13.0,13.0,14.0
class2Mut22_T10,13.0,13.0,13.0,12.0,15.0,12.0,12.0,12.0,12.0,10.0,7.0,9.0,12.0,12.0,12.0,15.0,14.0,13.0,13.0,15.0,14.0,13.0,14.0,15.0
class2Mut49_T14,15.0,15.0,15.0,15.0,14.0,15.0,15.0,15.0,11.0,11.0,6.0,10.0,15.0,15.0,11.0,14.0,13.0,12.0,12.0,14.0,13.0,12.0,13.0,13.0
class2Mut175_T1,7.0,7.0,7.0,5.0,20.0,5.0,5.0,5.0,18.0,4.0,17.0,2.0,5.0,5.0,18.0,20.0,19.0,20.0,20.0,20.0,20.0,19.0,20.0,20.0
class2Mut29_T8,1.0,1.0,1.0,10.0,3.0,10.0,10.0,10.0,1.0,20.0,18.0,20.0,10.0,10.0,1.0,5.0,3.0,1.0,1.0,7.0,1.0,3.0,2.0,3.0
class2Mut131_T12,16.0,16.0,16.0,15.0,10.0,15.0,15.0,15.0,8.0,14.0,10.0,14.0,15.0,15.0,8.0,14.0,11.0,9.0,8.0,14.0,10.0,10.0,11.0,9.0
class2Mut138_T13,2.0,2.0,2.0,7.0,2.0,1.0,1.0,7.0,1.0,21.0,16.0,20.0,4.0,4.0,2.0,4.0,4.0,1.0,1.0,6.0,2.0,4.0,5.0,3.0
class2Mut14_T0,5.0,5.0,5.0,3.0,7.0,3.0,3.0,3.0,20.0,2.0,9.0,8.0,3.0,3.0,20.0,3.0,1.0,14.0,16.0,3.0,8.0,1.0,8.0,14.0
class2Mut81_T1,7.0,7.0,7.0,5.0,20.0,5.0,5.0,5.0,18.0,4.0,17.0,2.0,5.0,5.0,18.0,20.0,19.0,20.0,20.0,20.0,20.0,19.0,20.0,20.0
class2Mut27_T10,13.0,13.0,13.0,12.0,15.0,12.0,12.0,12.0,12.0,10.0,7.0,9.0,12.0,12.0,12.0,15.0,14.0,13.0,13.0,15.0,14.0,13.0,14.0,15.0
class2Mut25_T3,8.0,8.0,8.0,6.0,6.0,6.0,6.0,6.0,4.0,18.0,14.0,18.0,6.0,6.0,4.0,8.0,6.0,4.0,4.0,5.0,4.0,6.0,5.0,2.0
class2Mut71_T8,1.0,2.0,2.0,5.0,2.0,1.0,1.0,5.0,1.0,20.0,4.0,16.0,3.0,4.0,1.0,4.0,3.0,1.0,2.0,3.0,2.0,4.0,5.0,3.0
class2Mut194_T9,13.0,13.0,13.0,12.0,17.0,12.0,12.0,12.0,13.0,9.0,11.0,8.0,12.0,12.0,13.0,19.0,16.0,16.0,13.0,19.0,17.0,16.0,18.0,19.0
class2Mut98_T12,14.0,14.0,14.0,13.0,11.0,13.0,13.0,13.0,8.0,14.0,5.0,13.0,13.0,13.0,8.0,11.0,10.0,9.0,9.0,11.0,10.0,9.0,9.0,10.0
class2Mut74_T3,8.0,8.0,8.0,6.0,6.0,6.0,6.0,6.0,4.0,18.0,14.0,18.0,6.0,6.0,4.0,8.0,6.0,4.0,4.0,5.0,4.0,6.0,5.0,2.0
class2Mut125_T9,11.0,9.0,10.0,10.0,13.0,8.0,8.0,10.0,13.0,9.0,7.0,10.0,7.0,8.0,13.0,8.0,16.0,15.0,12.0,11.0,15.0,13.0,13.0,14.0
class2Mut130_T11,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,6.0,16.0,3.0,19.0,2.0,3.0,6.0,3.0,8.0,6.0,2.0,5.0,1.0,3.0,8.0,5.0
class2Mut9_T8,1.0,2.0,2.0,5.0,2.0,1.0,1.0,5.0,1.0,20.0,4.0,16.0,3.0,4.0,1.0,4.0,3.0,1.0,2.0,3.0,2.0,4.0,5.0,3.0
class2Mut148_T13,2.0,2.0,2.0,14.0,4.0,14.0,14.0,14.0,2.0,21.0,19.0,21.0,14.0,14.0,2.0,6.0,4.0,2.0,2.0,8.0,2.0,4.0,3.0,4.0
class2Mut197_T1,7.0,7.0,7.0,5.0,20.0,5.0,5.0,5.0,18.0,4.0,17.0,2.0,5.0,5.0,18.0,20.0,19.0,20.0,20.0,20.0,20.0,19.0,20.0,20.0
class2Mut178_T11,3.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,6.0,16.0,1.0,15.0,1.0,1.0,6.0,1.0,9.0,6.0,5.0,2.0,6.0,21.0,15.0,8.0
class2Mut110_T2,8.0,5.0,8.0,1.0,3.0,5.0,5.0,1.0,21.0,1.0,1.0,1.0,1.0,1.0,21.0,1.0,1.0,6.0,3.0,1.0,1.0,1.0,1.0,1.0
class2Mut190_T7,17.0,17.0,17.0,15.0,8.0,15.0,15.0,15.0,4.0,19.0,18.0,17.0,15.0,15.0,4.0,16.0,6.0,4.0,4.0,4.0,3.0,7.0,5.0,5.0
class2Mut50_T8,1.0,2.0,2.0,5.0,2.0,1.0,1.0,5.0,1.0,20.0,4.0,16.0,3.0,4.0,1.0,4.0,3.0,1.0,2.0,3.0,2.0,4.0,5.0,3.0
class2Mut114_T1,7.0,7.0,7.0,5.0,20.0,5.0,5.0,5.0,18.0,4.0,17.0,2.0,5.0,5.0,18.0,20.0,19.0,20.0,20.0,20.0,20.0,19.0,20.0,20.0
class2Mut35_T15,18.0,18.0,18.0,18.0,10.0,18.0,18.0,18.0,5.0,17.0,14.0,16.0,18.0,18.0,5.0,15.0,7.0,5.0,5.0,5.0,4.0,8.0,8.0,7.0
