testcase_index,trace,Passed/Failed
1,"['t1', 't2', 't2']",Failed
2,"['t1', 't2']",Failed
3,"['t1', 't4', 't7', 't7']",Failed
4,"['t1', 't2']",Failed
5,"['t1', 't4', 't5', 't2', 't4']",Passed
6,"['t1', 't2']",Failed
7,"['t1', 't2', 't4', 't5']",Failed
8,"['t1', 't4', 't7', 't5', 't4']",Failed
9,"['t1', 't2', 't2']",Failed
10,"['t1', 't2']",Failed
11,"['t1', 't4']",Failed
12,"['t1', 't2', 't2']",Failed
13,"['t1', 't4', 't7', 't5', 't4']",Failed
14,"['t1', 't4', 't7', 't5']",Failed
15,"['t1', 't4', 't5']",Failed
16,"['t1', 't2']",Failed
17,"['t1', 't2']",Failed
18,"['t1', 't2', 't2', 't2', 't2', 't2']",Failed
19,"['t1', 't2']",Failed
20,"['t1', 't2', 't4', 't8']",Passed
21,"['t1', 't2', 't2', 't2', 't2']",Passed
22,"['t1', 't2']",Failed
23,"['t1', 't4', 't5', 't2']",Failed
24,"['t1', 't4', 't5']",Failed
25,"['t1', 't2', 't2', 't2', 't2']",Failed
26,"['t1', 't2', 't4', 't8', 't10', 't2']",Failed
27,"['t1', 't4']",Failed
28,"['t1', 't4', 't5', 't2']",Failed
29,"['t1', 't2']",Failed
30,"['t1', 't4']",Failed
31,"['t1', 't4', 't5', 't2']",Failed
32,"['t1', 't4', 't7', 't5']",Failed
33,"['t1', 't2', 't2']",Failed
34,"['t1', 't2']",Failed
35,"['t1', 't2']",Failed
36,"['t1', 't2', 't4', 't5']",Failed
37,"['t1', 't4', 't5', 't4', 't5']",Failed
38,"['t1', 't2']",Failed
39,"['t1', 't2']",Failed
40,"['t1', 't2']",Failed
41,"['t1', 't4', 't5', 't2']",Failed
42,"['t1', 't2']",Failed
43,"['t1', 't2', 't4', 't7']",Passed
44,"['t1', 't4', 't5', 't2']",Failed
45,"['t1', 't2', 't2', 't2', 't2', 't2', 't2']",Passed
46,"['t1', 't2', 't2']",Failed
47,"['t1', 't2']",Failed
48,"['t1', 't2']",Failed
49,"['t1', 't4', 't5']",Failed
50,"['t1', 't4', 't5']",Failed
51,"['t1', 't4', 't7']",Failed
52,"['t1', 't2']",Failed
53,"['t1', 't2', 't2', 't2', 't2']",Failed
54,"['t1', 't2']",Failed
55,"['t1', 't2', 't2']",Failed
56,"['t1', 't4', 't7', 't7', 't5', 't2']",Failed
57,"['t1', 't4', 't5']",Failed
58,"['t1', 't2', 't2', 't2', 't4', 't5', 't4', 't5']",Passed
59,"['t1', 't2', 't2', 't2', 't2', 't2', 't2']",Failed
60,"['t1', 't2']",Failed
61,"['t1', 't4']",Failed
62,"['t1', 't2']",Failed
63,"['t1', 't4', 't5', 't2']",Failed
64,"['t1', 't2']",Failed
65,"['t1', 't2', 't4', 't5', 't2']",Failed
66,"['t1', 't4', 't5']",Failed
67,"['t1', 't2', 't2']",Failed
68,"['t1', 't2', 't2']",Failed
69,"['t1', 't4']",Failed
70,"['t1', 't4', 't7']",Failed
71,"['t1', 't2']",Failed
72,"['t1', 't2']",Failed
73,"['t1', 't4', 't5', 't4', 't5']",Failed
74,"['t1', 't2', 't2', 't2', 't2']",Failed
75,"['t1', 't4', 't5', 't2', 't2']",Failed
76,"['t1', 't4', 't7']",Failed
77,"['t1', 't4', 't5']",Failed
78,"['t1', 't2', 't2']",Failed
79,"['t1', 't2']",Failed
80,"['t1', 't4', 't5', 't2']",Failed
81,"['t1', 't4', 't5', 't2']",Failed
82,"['t1', 't4', 't5', 't2', 't4', 't8', 't10']",Failed
