,Tarantula,Ochiai1,Ochiai2,RusselRao,Ample,Jaccard,Kulczynski,Wong1,Wong2,Wong3,GP02,GP03,GP19,GP13,Naish1,Naish2,1286,950,1133,459,407,1887,2027,combine
NetworkMut99_T4,1.0,1.0,2.0,4.0,1.0,1.0,4.0,4.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NetworkMut120_T4,1.0,1.0,2.0,4.0,1.0,1.0,4.0,4.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NetworkMut197_T9,10.0,10.0,1.0,5.0,2.0,2.0,1.0,5.0,2.0,8.0,1.0,2.0,2.0,2.0,10.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
NetworkMut112_T11,4.0,4.0,6.0,12.0,9.0,12.0,12.0,12.0,5.0,12.0,12.0,12.0,12.0,12.0,4.0,12.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
NetworkMut87_T9,10.0,10.0,1.0,5.0,2.0,2.0,1.0,5.0,2.0,8.0,1.0,2.0,2.0,2.0,10.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
NetworkMut180_T4,1.0,1.0,2.0,4.0,1.0,1.0,4.0,4.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NetworkMut117_T4,1.0,1.0,2.0,4.0,1.0,1.0,4.0,4.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NetworkMut5_T9,10.0,10.0,1.0,5.0,2.0,2.0,1.0,5.0,2.0,8.0,1.0,2.0,2.0,2.0,10.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
NetworkMut75_T9,10.0,10.0,1.0,5.0,2.0,2.0,1.0,5.0,2.0,8.0,1.0,2.0,2.0,2.0,10.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
NetworkMut40_T3,13.0,13.0,14.0,3.0,2.0,2.0,1.0,3.0,2.0,4.0,1.0,2.0,2.0,2.0,14.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
NetworkMut170_T3,13.0,13.0,14.0,3.0,2.0,2.0,1.0,3.0,2.0,4.0,1.0,2.0,2.0,2.0,14.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
NetworkMut96_T4,1.0,1.0,2.0,4.0,1.0,1.0,4.0,4.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NetworkMut118_T3,13.0,13.0,14.0,3.0,2.0,2.0,1.0,3.0,2.0,4.0,1.0,2.0,2.0,2.0,14.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
NetworkMut4_T3,13.0,13.0,14.0,3.0,2.0,2.0,1.0,3.0,2.0,4.0,1.0,2.0,2.0,2.0,14.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
NetworkMut93_T11,4.0,4.0,6.0,12.0,9.0,12.0,12.0,12.0,5.0,12.0,12.0,12.0,12.0,12.0,4.0,12.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
NetworkMut130_T9,10.0,10.0,1.0,5.0,2.0,2.0,1.0,5.0,2.0,8.0,1.0,2.0,2.0,2.0,10.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
NetworkMut138_T4,1.0,1.0,2.0,4.0,1.0,1.0,4.0,4.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NetworkMut169_T11,4.0,4.0,6.0,12.0,9.0,12.0,12.0,12.0,5.0,12.0,12.0,12.0,12.0,12.0,4.0,12.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
NetworkMut88_T9,10.0,10.0,1.0,5.0,2.0,2.0,1.0,5.0,2.0,8.0,1.0,2.0,2.0,2.0,10.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
NetworkMut92_T3,13.0,13.0,14.0,3.0,2.0,2.0,1.0,3.0,2.0,4.0,1.0,2.0,2.0,2.0,14.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
NetworkMut85_T11,4.0,4.0,6.0,12.0,9.0,12.0,12.0,12.0,5.0,12.0,12.0,12.0,12.0,12.0,4.0,12.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
NetworkMut141_T11,4.0,4.0,6.0,12.0,9.0,12.0,12.0,12.0,5.0,12.0,12.0,12.0,12.0,12.0,4.0,12.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
NetworkMut179_T4,1.0,1.0,2.0,4.0,1.0,1.0,4.0,4.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NetworkMut7_T3,13.0,13.0,14.0,3.0,2.0,2.0,1.0,3.0,2.0,4.0,1.0,2.0,2.0,2.0,14.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
