,Tarantula,Ochiai1,Ochiai2,Ample,Jaccard,Kulczynski,Dstar2,Naish1,Naish2,GP13,Wong1,RusselRao,Binary,GP02,GP03,GP19,8,211,1487,923,774,22,1658,combine
SIPMut159_T21,20.0,20.0,20.0,20.0,22.0,22.0,22.0,20.0,22.0,22.0,22.0,22.0,21.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0
SIPMut22_T26,57.0,57.0,57.0,57.0,2.0,2.0,2.0,57.0,2.0,2.0,2.0,2.0,26.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
SIPMut150_T21,20.0,20.0,20.0,20.0,22.0,22.0,22.0,20.0,22.0,22.0,22.0,22.0,21.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0
SIPMut165_T18,17.0,17.0,17.0,17.0,19.0,19.0,19.0,17.0,19.0,19.0,19.0,19.0,18.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0
SIPMut115_T1,56.0,56.0,56.0,56.0,1.0,1.0,1.0,56.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SIPMut153_T1,56.0,56.0,56.0,56.0,1.0,1.0,1.0,56.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SIPMut148_T18,17.0,17.0,17.0,17.0,19.0,19.0,19.0,17.0,19.0,19.0,19.0,19.0,18.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0
SIPMut109_T1,56.0,56.0,56.0,56.0,1.0,1.0,1.0,56.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SIPMut141_T1,56.0,56.0,56.0,56.0,1.0,1.0,1.0,56.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SIPMut149_T18,17.0,17.0,17.0,17.0,19.0,19.0,19.0,17.0,19.0,19.0,19.0,19.0,18.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0
SIPMut195_T18,17.0,17.0,17.0,17.0,19.0,19.0,19.0,17.0,19.0,19.0,19.0,19.0,18.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0
SIPMut23_T21,20.0,20.0,20.0,20.0,22.0,22.0,22.0,20.0,22.0,22.0,22.0,22.0,21.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0
SIPMut128_T21,20.0,20.0,20.0,20.0,22.0,22.0,22.0,20.0,22.0,22.0,22.0,22.0,21.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0
SIPMut136_T26,57.0,57.0,57.0,57.0,2.0,2.0,2.0,57.0,2.0,2.0,2.0,2.0,26.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
SIPMut127_T1,56.0,56.0,56.0,56.0,1.0,1.0,1.0,56.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SIPMut160_T18,17.0,17.0,17.0,17.0,19.0,19.0,19.0,17.0,19.0,19.0,19.0,19.0,18.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0
SIPMut190_T21,20.0,20.0,20.0,20.0,22.0,22.0,22.0,20.0,22.0,22.0,22.0,22.0,21.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0
SIPMut192_T21,20.0,20.0,20.0,20.0,22.0,22.0,22.0,20.0,22.0,22.0,22.0,22.0,21.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0
SIPMut174_T18,17.0,17.0,17.0,17.0,19.0,19.0,19.0,17.0,19.0,19.0,19.0,19.0,18.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0
SIPMut13_T26,57.0,57.0,57.0,57.0,2.0,2.0,2.0,57.0,2.0,2.0,2.0,2.0,26.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
