,Tarantula,Ochiai1,Ochiai2,Ample,Jaccard,Kulczynski,Dstar2,Naish1,Naish2,GP13,Wong1,RusselRao,Binary,GP02,GP03,GP19,1838,959,445,2519,1665,78,2385,combine
median_Examscore(%),52.38,47.620000000000005,50.0,38.1,45.239999999999995,45.239999999999995,45.239999999999995,30.95,42.86,47.62,47.62,47.62,52.38,45.239999999999995,59.519999999999996,45.239999999999995,33.33,26.189999999999998,33.33,33.33,42.86,28.57,30.95,14.29
mean_Examscore(%),45.07933333333334,44.12633333333334,44.76166666666667,39.52499999999999,44.285666666666664,44.285666666666664,44.285999999999994,41.90433333333333,43.81066666666667,44.92066666666666,45.23799999999999,45.23799999999999,48.09600000000001,43.96733333333332,56.18999999999999,43.967999999999996,35.39633333333334,36.50733333333333,38.25433333333333,37.61966666666665,42.22166666666666,35.07899999999999,36.507666666666665,21.74533333333334
sd_Examscore(%),26.783170723851732,26.906118581587286,27.01222291448094,25.078039266423435,26.941955063500462,26.941955063500462,26.91249480356149,29.524086681349115,27.891265464216616,27.04419460086019,26.579678833585476,26.579678833585476,22.382155084059633,27.617057064784085,30.972245862919006,27.27458920958708,22.910732988971656,25.301771497654865,22.664971558489245,22.729318827624727,24.813630859605805,25.886224448669545,25.08424999508839,19.721234614309616
Total_acc1,2.0,1.0,3.0,4.0,4.0,4.0,4.0,2.0,5.0,5.0,3.0,3.0,2.0,4.0,4.0,5.0,3.0,3.0,2.0,3.0,2.0,5.0,5.0,11.0
Total_acc2,4.0,5.0,5.0,4.0,6.0,6.0,5.0,4.0,6.0,6.0,6.0,6.0,3.0,6.0,6.0,6.0,4.0,6.0,3.0,3.0,4.0,7.0,7.0,14.0
Total_acc3,8.0,7.0,7.0,7.0,7.0,7.0,8.0,6.0,8.0,8.0,8.0,8.0,5.0,7.0,6.0,8.0,7.0,6.0,5.0,5.0,6.0,8.0,7.0,16.0
Total_acc5,10.0,12.0,10.0,10.0,10.0,10.0,10.0,13.0,9.0,9.0,9.0,9.0,6.0,8.0,6.0,9.0,12.0,15.0,11.0,11.0,10.0,14.0,14.0,20.0
rate_acc1,0.06666666666666667,0.03333333333333333,0.1,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.06666666666666667,0.16666666666666666,0.16666666666666666,0.1,0.1,0.06666666666666667,0.13333333333333333,0.13333333333333333,0.16666666666666666,0.1,0.1,0.06666666666666667,0.1,0.06666666666666667,0.16666666666666666,0.16666666666666666,0.36666666666666664
rate_acc2,0.13333333333333333,0.16666666666666666,0.16666666666666666,0.13333333333333333,0.2,0.2,0.16666666666666666,0.13333333333333333,0.2,0.2,0.2,0.2,0.1,0.2,0.2,0.2,0.13333333333333333,0.2,0.1,0.1,0.13333333333333333,0.23333333333333334,0.23333333333333334,0.4666666666666667
rate_acc3,0.26666666666666666,0.23333333333333334,0.23333333333333334,0.23333333333333334,0.23333333333333334,0.23333333333333334,0.26666666666666666,0.2,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.16666666666666666,0.23333333333333334,0.2,0.26666666666666666,0.23333333333333334,0.2,0.16666666666666666,0.16666666666666666,0.2,0.26666666666666666,0.23333333333333334,0.5333333333333333
rate_acc5,0.3333333333333333,0.4,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.43333333333333335,0.3,0.3,0.3,0.3,0.2,0.26666666666666666,0.2,0.3,0.4,0.5,0.36666666666666664,0.36666666666666664,0.3333333333333333,0.4666666666666667,0.4666666666666667,0.6666666666666666
